RECORDID,DAM_NAME,OTHER_DAM_NAME,DAM_FORMER_NAME,STATEID,NIDID,LONGITUDE,LATITUDE,SECTION,COUNTY,RIVER,CITY,DISTANCE,OWNER_NAME,OWNER_TYPE,DAM_DESIGNER,PRIVATE_DAM,DAM_TYPE,CORE,FOUNDATION,PURPOSES,YEAR_COMPLETED,YEAR_MODIFIED,DAM_LENGTH,DAM_HEIGHT,STRUCTURAL_HEIGHT,HYDRAULIC_HEIGHT,NID_HEIGHT,MAX_DISCHARGE,MAX_STORAGE,NORMAL_STORAGE,NID_STORAGE,SURFACE_AREA,DRAINAGE_AREA,HAZARD,EAP,INSPECTION_DATE,INSPECTION_FREQUENCY,STATE_REG_DAM,STATE_REG_AGENCY,SPILLWAY_TYPE,SPILLWAY_WIDTH,OUTLET_GATES,VOLUME,NUMBER_OF_LOCKS,LENGTH_OF_LOCKS,WIDTH_OF_LOCKS,FED_FUNDING,FED_DESIGN,FED_CONSTRUCTION,FED_REGULATORY,FED_INSPECTION,FED_OPERATION,FED_OWNER,FED_OTHER,SOURCE_AGENCY,STATE,SUBMIT_DATE,URL_ADDRESS,CONG_NAME,PARTY,CONG_DIST,OTHERSTRUCTUREID,NUMSEPARATESTRUCTURES,PERMITTINGAUTHORITY,INSPECTIONAUTHORITY,ENFORCEMENTAUTHORITY,JURISDICTIONALDAM,EAP_LAST_REV_DATE
31661,SHORES OF CALVERT UPPER DAM (RIVERSHORE DRIVE),NA,NA,NA,MD00394,-76.6806,38.7396,NA,CALVERT,PATUXENT RIVER-TR,DUNKIRK,1.6,SHORES OF CALVERT ASSN,P,RA BARRETT-MIKE RODEVICK,N,RE,X,U,R,1972,2006S,275,25,NA,NA,25,125,50,20,50,7,0.33,S,Y,6/15/17,3,Y,MD DAM SAFETY,U,14,NONE,28000,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,MD,MD,23-Jul-18,NA,Steny H. Hoyer (D),D,MD05,NA,0,Y,Y,Y,Y,22-May-18
80533,HALSELL ESTATE LAKE DAM,NA,NA,NA,TX04675,-98.318283,33.748652,NA,CLAY,TR-LITTLE WICHITA RIVER,HENRIETTA,12,FURD HALSELL ESTATE,P,NO DATA FOR ORIGINAL DESIGNER,N,RE,X,U,S,1963,NA,546,13,13,13,13,NA,57,18,57,6,NA,NA,NR,NA,0,N,TCEQ,N,0,X1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,TX,TX,23-Jul-18,NA,Mac Thornberry (R),R,TX13,NA,0,Y,Y,Y,N,NA
12186,DELOACH LOWER POND DAM,NA,NA,NA,GA03286,-81.778889,32.155556,NA,BULLOCH,UNKNOWN,DAISY ENVIRONS,0,H. M. DELOACH ESTATE,P,UNKNOWN,N,RE,X,U,R,1935,NA,690,16,NA,15,16,NA,165,132,165,22,1200,L,NR,NA,5,N,GA-SAFE DAMS PROGRAM,U,0,X,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,GA,GA,3-Jul-18,NA,Rick W. Allen (R),R,GA12,NA,0,N,Y,N,Y,NA
69814,GORTON POND,NA,NA,NA,RI03502,-71.46073916,41.7006607,NA,KENT,APPONAUG BROOK,WARWICK,0,"WARWICK, CITY OF",L,NA,NA,PGRE,NA,NA,OR,1865,NA,100,7,9,7,9,300,216,168,216,62,2,L,N,NA,0,Y,DS,NA,30,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,RI,RI,11-Jun-18,NA,James R. Langevin (D),D,RI02,NA,0,Y,Y,Y,Y,NA
3265,OZARK ACRES LAKE DAM,NA,NA,NA,AR01111,-92.46,36.29666667,"S26,T19N,R14W",BAXTER,LITHIA CREEK-TR,COTTER,0,TROY & CINDY ROGERS,P,NA,NA,RE,NA,NA,R,1963,NA,1100,37,37,28,37,600,148,49,148,NA,NA,H,NR,NA,0,Y,ANRC,NA,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,AR,AR,6-Jul-18,NA,Eric A. â€œRickâ€ù Crawford (R),R,AR01,NA,0,Y,Y,Y,Y,NA
42619,FOUCHE LAKE NUMBER 2 DAM,NA,NA,NA,MS02922,-90.28767355,32.86728929,22,YAZOO,NA,NA,0,NA,P,NA,N,RE,X,NA,R,NA,NA,NA,30,NA,NA,30,NA,220,0,220,NA,NA,L,NR,NA,0,Y,MS DEPARTMENT OF ENVIRONMENTAL QUALITY,U,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,MS,MS,3-Aug-18,NA,Bennie G. Thompson (D),D,MS02,NA,0,Y,Y,Y,Y,NA
3239,WRIGHT LAKE DAM,NA,NA,NA,AR01074,-91.18166667,34.225,"S25,T05S,R02W",ARKANSAS,TIPSY BRANCH-TR,WEBER,0,E L WRIGHT,P,NA,NA,RE,NA,NA,R,1957,NA,575,23,23,21,23,170,76,85,85,10,0.12,L,NR,NA,0,N,ANRC,NA,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,AR,AR,6-Jul-18,NA,Eric A. â€œRickâ€ù Crawford (R),R,AR01,NA,0,N,N,N,N,NA
12357,COARSEY LAKE DAM,NA,NA,NA,GA03465,-83.428333,31.401389000000002,NA,TIFT,NO NAME,NA,0,"DILLARD, ELIZABETH",P,UNKNOWN,N,RE,X,U,I,NA,NA,1000,15,NA,NA,15,NA,136,80,136,16,55,L,NR,NA,5,N,GA-SAFE DAMS PROGRAM,U,0,X,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,GA,GA,3-Jul-18,NA,Austin Scott (R),R,GA08,NA,0,N,Y,N,Y,NA
3349,SOUTH FOURCHE LAFAVE WID SITE 6,NA,0,NA,AR01195,-92.96333333,34.92861111,"S07,T03N,R18W",PERRY,ROCK CREEK,PERRYVILLE,NA,FOURCHE LA FAVE WATERSHED IMPROVEMENT DISTRICT,L,USDA NRCS,Y,RE,HEK,NA,C,1978,NA,676,80,80,70,80,6966,2383,398,2383,27,5.3,L,NR,5/20/14,0,Y,ANRC,U,0,U,0,0,0,0,USDA NRCS,USDA NRCS,USDA NRCS,NA,USDA NRCS,NA,NA,NA,AR,AR,6-Jul-18,NA,J. French Hill (R),R,AR02,NA,0,Y,Y,Y,Y,NA
50486,SLOOP LAKE DAM,NA,NA,NA,NC01236,-81.92348,36.01081,NA,AVERY,LINVILLE RIVER,CROSSNORE,0.5,DR W M SLOOP,P,NA,NA,OT,NA,NA,R,1922,NA,222,NA,25,25,25,NA,150,150,150,13,24,S,N,3/13/13,0,Y,DEQ,NA,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NC,NC,2-Aug-18,NA,Virginia Foxx (R),R,NC05,NA,0,Y,Y,Y,Y,NA
53207,MOEN WPA,NA,NA,NA,ND00830,-102.10308,48.1625,NA,MOUNTRAIL,SHELL CREEK,N,0,US FISH & WILDLIFE,F,USFWS & DU,N,RE,HEZ,SK,F,1997,NA,NA,10,NA,NA,10,NA,220,135.1,220,70,94.4,L,NR,NA,0,Y,NDSWC,U,90,L1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,ND,ND,27-Aug-18,NA,Kelly Armstrong (R),R,ND00,NA,0,Y,Y,Y,Y,NA
53728,MORAVEC DAM,NA,NA,NA,NE00272,-97.13122469,41.04649834,SWS31T13R3E,BUTLER,TR-BIG WEEDY CREEK,SEWARD,NA,UPPER BIG BLUE NATURAL RESOURCES DISTRICT,L,USDA NRCS,N,RE,HEK,SK,C,1977,NA,678,19,19,17,19,294,103,15,103,13,0.4,L,NR,4/17/18,5,Y,NE DNR,NA,0,NA,0,0,0,0,NA,USDA NRCS,NA,NA,NA,NA,NA,NA,NE,NE,27-Jul-18,NA,Jeff Fortenberry (R),R,NE01,NA,0,Y,Y,Y,Y,NA
10101,PADGETT'S LAKE DAM,NA,NA,NA,GA00740,-85.092222,34.16,NA,FLOYD,NAME UNKNOWN,SILVER CREEK,0,"DUDLEY, DEENA C.",P,UNKNOWN,N,RE,X,U,R,1944,NA,294,8.4,NA,NA,8.4,NA,77.5,0,77.5,15,70,L,NR,NA,5,N,GA-SAFE DAMS PROGRAM,U,0,X,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,GA,GA,3-Jul-18,NA,Tom Graves (R),R,GA14,NA,0,N,Y,N,Y,NA
55861,PREHEIM LAGOON DAM,NA,NA,NA,NE02821,-97.910808,40.744461,SES17T9R5W,HAMILTON,TR-W FK BIG BLUE RIVER,NONE,0,BLUE RIVER COMPANY,P,"WLA CONSULTING, INC.",N,RE,HEK,SK,O,1960,NA,677,20,20,19,20,NA,92,40,92,6,0.2,L,NR,4/26/18,5,Y,NE DNR,NA,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NE,NE,27-Jul-18,NA,Adrian Smith (R),R,NE03,NA,0,Y,Y,Y,Y,NA
87555,ERICKSON DAM NO. 2,NA,NA,NA,WA00162,-123.078674,48.542416,S9 T35 R3W,SAN JUAN,TR-FALSE BAY,NONE,NA,"BILLINGTON, CHARLES & DOROTHY",P,USDA NRCS,N,RE,HEK,SK,R,1964,NA,218,12,14,12,14,NA,53,47,53,47,0.3,L,N,1/13/00,0,Y,"WASHINGTON, DEPT OF ECOLOGY",NA,0,NA,0,0,0,0,NA,USDA NRCS,NA,NA,NA,NA,NA,NA,WA,WA,17-Jul-18,NA,Rick Larsen (D),D,WA02,NA,0,Y,Y,Y,Y,NA
59023,COLD SPRING DAM (UPPER),NA,NA,NA,NY00106,-73.94,41.46777778,NA,PUTNAM,FOUNDRY BROOK,NORTH HIGHLAND,0,VILLAGE OF COLD SPRING,L,NA,NA,CNST,NA,NA,S,1934,NA,270,23,NA,NA,23,600,88,61,88,9,0.73,H,Y,9/8/16,2,Y,NYS DEC,U,177,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NY,NY,18-May-18,NA,Sean Patrick Maloney (D),D,NY18,NA,0,Y,Y,Y,Y,1-Nov-17
55867,SILVER CREEK 31,NA,NA,NA,NE02827,-96.276395,41.824046,NES3T21R10E,BURT,TR-SILVER CREEK,NONE,0,PAPIO MISSOURI RIVER NATURAL RESOURCES DISTRICT,L,NORM KOESTER ENGINEERING,N,RE,HEK,SK,C,2006,NA,230,29,32,29,32,131,30,15,30,3,0.2,L,NR,5/30/18,5,Y,NE DNR,NA,0,NA,18110,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NE,NE,27-Jul-18,NA,Jeff Fortenberry (R),R,NE01,NA,0,Y,Y,Y,Y,NA
44769,MS05774 LAKE DAM,NA,NA,NA,MS05774,-89.9732,32.43585,22,RANKIN,NA,NA,0,NA,P,NA,N,RE,X,NA,R,NA,NA,NA,12,NA,NA,12,NA,90,72,90,12,NA,L,NR,NA,0,Y,MS DEPARTMENT OF ENVIRONMENTAL QUALITY,U,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,MS,MS,3-Aug-18,NA,Michael Guest (R),R,MS03,NA,0,Y,Y,Y,Y,NA
47698,ENGDAHL #4,NA,NA,NA,MT02125,-107.1249,47.5098,S10 20N 36E,GARFIELD,TR-HELL CREEK,NONE,NA,ENGDAHL RANCH,P,USDA NRCS,N,RE,NA,NA,P,1950,NA,175,25,NA,25,25,500,53,31,53,NA,1.48,L,NR,NA,0,Y,DNRC,U,100,NA,0,0,0,0,USDA NRCS,USDA NRCS,NA,NA,NA,NA,NA,NA,MT,MT,17-Jul-18,NA,Greg Gianforte (R),R,MT00,NA,0,Y,Y,Y,Y,NA
27708,NA,NA,NA,NA,KS07603,-98.016525,39.049175,"32,11S, 6W",LINCOLN,NA,NA,0,"HOLL, LEONARD",P,SCS,N,RE,X,U,C,NA,NA,750,19,NA,NA,19,NA,64,19.3,64,4.48,0.341,U,NR,NA,0,N,KS DEPT. OF AGRICULTURE,NA,100,X,12500,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,KS,KS,2-Jul-18,NA,Roger W. Marshall (R),R,KS01,NA,0,N,N,N,N,NA
61156,SHANGRI-LA SKI CLUB LAKE DAM,NA,NA,NA,OH00356,-81.06694444,41.36916667,NA,GEAUGA,GRAND RIVER,PARKMAN,0.6,ROD & PAM ZEIGLER,P,NA,NA,RE,NA,NA,R,1956,NA,440,25,NA,NA,25,2227,277,168,277,24,11.23,S,N,5/26/16,5,Y,DEPARTMENT OF NATURAL RESOURCES,NA,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,OH,OH,3-Jul-18,NA,David P. Joyce (R),R,OH14,NA,0,Y,Y,Y,Y,NA
83172,LOMALAND BASIN DAM,NA,NA,NA,TX08015,-106.3414,31.7311,NA,EL PASO,JESUIT DRAW,NA,0,CITY OF EL PASO,L,CE,N,RE,X,U,C,2004,NA,3840,27,27,27,27,73900,439,0,439,22,3.2,NA,Y,5/18/10,5,Y,TCEQ,U,1050,U1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,TX,TX,23-Jul-18,NA,Veronica Escobar (D),D,TX16,NA,0,Y,Y,Y,Y,31-May-11
85126,KINGSTOWNE SWM DP #4 REGIONAL,0841DP MSMD ID BY FAIRFAX COUNTY,NA,NA,VA059050,-77.1552,38.7519,NA,FAIRFAX,DOGUE CREEK TRIBUTARY,NA,0.1,FAIRFAX COUNTY BOARD OF SUPERVISORS,L,NA,N,RE,NA,NA,C,NA,NA,1000,42.9,42.9,42.9,42.9,NA,140,0,140,NA,NA,H,Y,NA,1,Y,DEPARTMENT OF CONSERVATION AND RECREATION,NA,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,VA,VA,23-Jul-18,NA,"Donald S. Beyer, Jr. (D)",D,VA08,NA,0,Y,Y,Y,Y,NA
49352,RE-REGULATING,NA,NA,NA,MT83001,-109.7071,45.2518,"T7S,R16E,S1,MPM",STILLWATER,WEST ROSEBUD CREEK,"FISHTAIL, MT",22,NORTHWESTERN ENERGY,P,NA,N,RE,NA,NA,OR,1979,NA,410,15,NA,NA,15,4800,475,470,475,49,52,L,NR,6/12/18,1,N,NA,C,40,S1;,0,0,0,0,NA,NA,NA,FERC,FERC,NA,NA,NA,FERC,MT,5-Aug-18,NA,Greg Gianforte (R),R,MT00,NA,1,N,N,N,N,22-Dec-15
81788,DEWEES DAM NO 2,NA,NA,NA,TX06004,-102.511667,35.34,NA,OLDHAM,TR-BRADLEY CREEK,NONE,NA,RON DEWEES,P,USDA NRCS,N,RE,X,U,O,1982,NA,324,30,30,30,30,NA,70,48,70,NA,NA,NA,NR,NA,0,N,TCEQ,N,0,X1,10110,0,0,0,NA,USDA NRCS,NA,NA,NA,NA,NA,NA,TX,TX,23-Jul-18,NA,Mac Thornberry (R),R,TX13,NA,0,Y,Y,Y,N,NA
39660,BIG CREEK-HURRICANE CREEK W-  2,NA,0,NA,MO51303,-93.39159474,39.51369074,"S08,T54N,R22W",CARROLL,TR-WOLF CREEK,NONE,NA,BIG CREEK-HURRICANE CREEK WATE,L,USDA NRCS,N,RE,HEK,SK,C,2004,NA,870,23,26,17,26,110.3,65.69999695,18,65.69999695,2.8,115.2,L,NR,11/1/04,1,N,NA,U,20,X,17560,0,0,0,USDA NRCS,USDA NRCS,USDA NRCS,NA,USDA NRCS,NA,NA,NA,MO,MO,25-May-18,NA,Sam Graves (R),R,MO06,NA,0,N,N,N,N,NA
36759,CHAPEL WOODS GOLF COURSE LAKE DAM,CHAPEL WOODS GOLF COURSE LAKE DAM,NA,NA,MO20574,-94.36404415,38.98474995,NA,JACKSON,TR TO BLUE RIVER,LEE'S SUMMIT,0,CHAPEL WOODS GOLF COURSE,P,NA,N,RE,X,U,R,1960,NA,NA,25,25,NA,25,NA,40,25,40,3,160,L,NR,NA,0,N,NA,NA,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,MO,MO,25-May-18,NA,Emanuel Cleaver (D),D,MO05,NA,0,N,N,N,N,NA
26449,NA,KSNONAME 4575,NA,NA,KS04575,-97.141708,39.333196,"30,8S, 3E",CLAY,REPUBLICAN RIVER-TR,NA,NA,"SCHURLE, LAWRENCE",P,USDA NRCS,N,RE,X,U,D,1975,NA,730,17,NA,NA,17,NA,160,23,160,9.02,0.797,L,NR,NA,0,N,KS DEPT. OF AGRICULTURE,U,110,X,7500,0,0,0,NA,USDA NRCS,NA,NA,NA,NA,NA,NA,KS,KS,2-Jul-18,NA,Roger W. Marshall (R),R,KS01,NA,0,N,N,N,N,NA
41924,O J TURNER 3RD LAKE,NA,NA,NA,MS02113,-90.633146,33.156729,NA,HUMPHREYS,BUCK BAYOU -OS,AUTER,12,MARTIN HAWKINS,P,USDA NRCS,NA,RE,HEK,SZ,O,1966,NA,5280,8,NA,8,8,2,240,240,240,NA,NA,L,NR,NA,0,N,DEQ-OLWR,U,1,U,43824,0,0,0,NA,USDA NRCS,NA,NA,NA,NA,NA,NA,USDA NRCS,MS,2-Jul-18,NA,Bennie G. Thompson (D),D,MS02,NA,0,N,N,N,N,NA
86889,EDMONDSON DAM,NA,NA,NA,VA191003,-81.8094,36.7222,NA,WASHINGTON,MIDDLE FORK HOLSTON RIVER,NA,1,NA,X,NA,N,PG,NA,NA,HR,NA,NA,NA,47,47,47,47,NA,2620,1613,2620,NA,NA,U,NR,NA,0,N,DEPARTMENT OF CONSERVATION AND RECREATION,NA,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,VA,VA,23-Jul-18,NA,H. Morgan Griffith (R),R,VA09,NA,0,N,N,N,N,NA
35082,BELL LAKE DAM,BELL LAKE DAM,NA,NA,MO10606,-94.59416667,39.35416667,NA,CLAY,TRIBUTARY TO FIRST CREEK,SMITHVILLE,2,NATHANIEL WINER,P,NA,N,RE,X,U,R,1951,NA,NA,34,34,NA,34,NA,109,76,109,6,106,H,NR,9/26/78,0,N,NA,NA,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,MO,MO,25-May-18,NA,Sam Graves (R),R,MO06,NA,0,N,N,N,N,NA
60453,LUCIAN HILL DAM,NA,NA,NA,NY10946,-77.58361111,42.59611111,NA,LIVINGSTON,TR-SPRINGWATER CREEK,SPRINGWATER,0,DIANE REIMELS,P,NA,NA,RE,NA,NA,P,1967,NA,750,16,NA,NA,16,27,18,13,18,5,0.05,S,N,11/8/17,4,Y,NYS DEC,U,25,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NY,NY,18-May-18,NA,Chris Collins (R),R,NY27,NA,0,Y,Y,Y,Y,NA
23535,NA,KSNONAME 1616,NA,NA,KS01616,-98.68963,39.470491,"5,7S, 12W",OSBORNE,SOUTH FORK SOLOMON RIVER-TR,OSBORNE,NA,"CADY, WILLIAM",P,USDA NRCS,N,RE,X,U,P,1966,NA,NA,18,NA,NA,18,NA,75,52,75,NA,NA,L,NR,NA,0,N,KS DEPT. OF AGRICULTURE,U,0,X,0,0,0,0,NA,USDA NRCS,NA,NA,NA,NA,NA,NA,KS,KS,2-Jul-18,NA,Roger W. Marshall (R),R,KS01,NA,0,N,N,N,N,NA
44755,MS05756 LAKE DAM,NA,NA,NA,MS05756,-88.73828,32.45455,14,LAUDERDALE,NA,NA,0,NA,P,NA,N,RE,X,NA,R,NA,NA,NA,20,NA,NA,20,NA,86,63,86,7,NA,U,NR,NA,0,Y,MS DEPARTMENT OF ENVIRONMENTAL QUALITY,U,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,MS,MS,3-Aug-18,NA,Michael Guest (R),R,MS03,NA,0,Y,Y,Y,Y,NA
72929,MITCHELL,NA,NA,NA,SD00685,-98.025,43.74,NA,DAVISON,TR-MISSOURI,NONE,0,CITY OF MITCHELL,L,NA,N,RE,IEK,SK,RS,1928,1999,1320,55,55,55,55,53100,19585,8960,19585,767,496,H,Y,11/16/17,3,Y,DENR,U,335,L,180000,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,SD,SD,18-Jun-18,NA,Dusty Johnson (R),R,SD00,NA,0,Y,Y,Y,Y,NA
30460,BRECKWOOD POND DAM,NA,NA,NA,MA00570,-72.524492,42.118244,SPRINGFIELD,NA,NORTH BRANCH MILL RIVER,NA,0,"CITY OF SPRINGFIELD, DEPARTMENT OF PARKS, BUILDINGS, AND RECREATION MANAGEMENT",L,NA,NA,RE,X,U,R,NA,NA,650,23,NA,13,23,NA,89,6.5,89,2.5,12.65,S,NR,9/24/17,5,Y,DEPARTMENT OF CONSERVATION AND RECREATION,U,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,MA,MA,3-Jul-18,NA,Richard E. Neal (D),D,MA01,NA,0,Y,Y,Y,Y,NA
9694,LAKE LAUREL DAM,NA,NA,NA,GA00294,-83.186111,33.118056,NA,BALDWIN,CHAMPION CREEK,MILLEDGEVILLE,0,GEORGIA COLLEGE,S,R.W. STEMBRIDGE,N,RE,X,U,R,1965,NA,215,22,NA,NA,22,NA,117,0,117,13,NA,L,NR,NA,5,N,GA-SAFE DAMS PROGRAM,U,0,X,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,GA,GA,3-Jul-18,NA,Jody B. Hice (R),R,GA10,NA,0,N,Y,N,Y,NA
56761,JONES DAM,NEW DURHAM DAM,NA,NA,NH00345,-71.1744,43.4469,NA,STRAFFORD,MERRYMEETING RIVER,NEW DURHAM,NA,NH FISH AND GAME DEPARTMENT,S,SCS,N,CNRE,X,U,R,1924,1986,210,21,0,0,21,2844,375,280,375,80,16.3,H,Y,11/17/17,2,Y,NHDES DAM BUREAU,U,22,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NH,NH,20-Jun-18,NA,Chris Pappas (D),D,NH01,NA,0,Y,Y,Y,Y,20-Dec-13
64413,SCS-OKFUSKEE TRIBUTARIES SITE-N10,NA,SCS-OKFUSKEE TRIBUTARIES SITE-N10,NA,OK12097,-96.237981,35.590757,22,OKFUSKEE,TR-NUYAKA CR,OKFUSKEE,NA,OKFUSKEE CO CONS DIST,S,USDA NRCS,N,RE,HEZ,SZ,C,1978,NA,1000,31,31,31,31,555,555,63,555,14,NA,L,NR,1/1/80,5,Y,OWRB,C,1,V: 1;,0,0,0,0,USDA NRCS,USDA NRCS,USDA NRCS,NA,NA,NA,NA,NA,OK,OK,22-Jun-18,NA,Markwayne Mullin (R),R,OK02,NA,0,Y,Y,Y,Y,NA
4142,MUNICIPAL,SUISUN RESERVOIR,NA,NA,CA00155,-122.1444,38.2974,NA,SOLANO,TR SUISUN CRK,2,2,PRIVATE ENTITY,P,NA,N,RE,X,R,S,1939,NA,430,56,0,51.5,56,0,0,169,169,10,0.43,H,N,3/27/18,1,Y,"DWR, SAFETY OF DAMS",U,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,CA,CA,30-Jul-18,NA,John Garamendi (D),D,CA03,NA,0,Y,Y,Y,Y,NA
10699,LITTLE RIVER WATERSHED STRUCTURE NO. 30,SEAGRAVES DAM,0,NA,GA01508,-84.298889,34.135833,NA,FULTON,UNKNOWN,CRABAPPLE,NA,FULTON CO SOIL & WATER CONSERVATION DISTRICT,S,USDA NRCS,N,RE,X,U,C,1960,NA,400,29.8,NA,22.5,29.8,NA,506,169,506,45,1293,L,NR,NA,5,N,GA-SAFE DAMS PROGRAM,U,0,X,0,0,0,0,USDA NRCS,USDA NRCS,USDA NRCS,NA,NA,NA,NA,NA,GA,GA,3-Jul-18,NA,Lucy McBath (D),D,GA06,NA,0,N,Y,N,Y,NA
43637,MS04218 LAKE DAM,NA,NA,NA,MS04218,-89.472,31.01497,26,LAMAR,NA,NA,0,NA,P,NA,N,RE,X,NA,R,NA,NA,NA,13,NA,NA,13,NA,149,82,149,17,NA,L,NR,NA,0,Y,MS DEPARTMENT OF ENVIRONMENTAL QUALITY,U,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,MS,MS,3-Aug-18,NA,Steven M. Palazzo (R),R,MS04,NA,0,Y,Y,Y,Y,NA
3548,PANTHER CREEK RESERVOIR,NA,NA,NA,AR01496,-91.88916667,35.32027778,"S18,T08N,R08W",WHITE,PANTHER CREEK,CROSBY,0,BOB OSBORNE,P,NA,NA,ER,NA,NA,I,1990,NA,950,57,NA,NA,57,748,280,200,280,16,0.3,L,NR,7/24/14,0,Y,ANRC,NA,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,AR,AR,6-Jul-18,NA,J. French Hill (R),R,AR02,NA,0,Y,Y,Y,Y,NA
66126,C & C NATION,NA,C & C NATION,NA,OK21219,-95.31809704,34.65485331,9,PUSHMATAHA,TR-JACK FORK CR,STEPHENS MEMORIAL CHURCH,3,C & C NATION,P,NA,NA,RE,HEZ,SZ,O,1975,NA,475,15,15,11,15,1860,50,29,50,NA,NA,L,NR,10/15/09,5,Y,OWRB,C,1,V: 1;,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,OK,OK,22-Jun-18,NA,Markwayne Mullin (R),R,OK02,NA,0,Y,Y,Y,Y,NA
84903,FIRST BRANCH DAM,NA,NA,NA,VA041046,-77.5338,37.3416,NA,CHESTERFIELD,FIRST BRANCH,NA,0,"HIGHLANDS COMMUNITY ASSOC., INC",P,NA,N,RE,NA,NA,R,NA,NA,495,40,40,40,40,NA,1100,700,1100,52,NA,S,Y,NA,1,Y,DEPARTMENT OF CONSERVATION AND RECREATION,NA,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,VA,VA,23-Jul-18,NA,A. Donald McEachin (D),D,VA04,NA,0,Y,Y,Y,Y,NA
22748,NA,KSNONAME 820,NA,NA,KS00820,-96.229886,37.667742,"29,27S, 11E",GREENWOOD,SNAKE CREEK-TR,NA,NA,"HARRIS, WW",P,USDA NRCS,N,RE,X,U,P,1972,NA,730,37,NA,NA,37,NA,293.07,114,293.07,11.22,0.494,L,NR,NA,0,Y,KS DEPT. OF AGRICULTURE,U,50,X,28500,0,0,0,NA,USDA NRCS,NA,NA,NA,NA,NA,NA,KS,KS,2-Jul-18,NA,Ron Estes (R),R,KS04,NA,0,Y,Y,Y,Y,NA
84280,APSARA FARM NORTH DAM,RIN RAN FARM NORTH,NA,NA,VA003032,-78.6187,37.8564,NA,ALBEMARLE,TRIB. BALLINGER CREEK,NA,2,"CARLTON, JEFFREY",P,NA,N,RE,NA,NA,I,NA,NA,400,26,26,26,26,NA,91,0,91,5,NA,U,NR,NA,0,Y,DEPARTMENT OF CONSERVATION AND RECREATION,NA,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,VA,VA,23-Jul-18,NA,Denver Riggleman (R),R,VA05,NA,0,Y,Y,Y,Y,NA
70437,COXE POND DAM,NA,SCNONAME 16008,NA,SC00614,-79.78164857,34.39865305,NA,DARLINGTON,TR-FLAT CREEK,NA,0,COXE LAND AND TIMBER,P,NA,N,RE,XZ,UZ,R,1958,NA,250,14,NA,NA,14,NA,101,61,101,16,NA,L,NR,11/10/17,5,Y,SC DHEC,C,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,SC,SC,17-Aug-18,NA,Tom Rice (R),R,SC07,NA,0,Y,Y,Y,Y,NA
36916,ARGYLE LAKE DAM,ARGYLE LAKE DAM,NA,NA,MO30038,-92.04245501,38.30788137,NA,OSAGE,TR-LOOSE CREEK,ARGYLE,2,RONALD PLASSMEYER,P,NA,N,RE,X,U,R,1904,NA,NA,25,25,NA,25,NA,160,64,160,12,510,H,NR,1/21/81,0,N,NA,NA,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,MO,MO,25-May-18,NA,Blaine Luetkemeyer (R),R,MO03,NA,0,N,N,N,N,NA
