st_abbv,state,strucnum,rectype,nicarid,rtsigprf,deslev,rtnum,dirsuff,hwyagncy,cnty,place,feature,strcture,location,invrte,milept,kmpt,basehwy,lrsnvrte,subrtnum,latitude,latmap,longtude,longmap,bylength,toll,mainresp,owner,funclass,year,laneson,lanesun,avgday,avdayno,yravg,designld,approw,apprdno,brimed,skew,strucflr,rail,transit,appguard,guardend,histsig,navcont,vertclr,vertclno,horclear,horclno,strcstat,onserve,undserve,material,construc,materal2,contruc2,numspan,mnspno,numapp,appno,tothorcl,tothorno,maxspan,maxsplgt,strlengt,strlngno,leftwalk,lftwlkno,ritewalk,rtwalkno,roadwid,rdwidno,deckwid,dckwdno,minverto,mvcono,refeat,minvertu,mvcuno,reffeat2,minlatu,mlcurno,minlatl,mlculno,deck,super,substruc,channel,culvert,mthdoprt,oprat,opratno,mthinvrt,invrat,invratno,strceval,deckgeo,undclear,bripost,waterade,rdalign,typeprop,doneby,length,lengno,inspdate,inspmnth,inspyear,inspfreq,inspfrno,critfrac,critund,critoth,critfrdt,critundt,crtothdt,brdimpro,brdgimno,rdimprov,rdimpno,totlcost,totcstno,impcstyr,ngbrstcd,pcntresp,bordbrno,strahwy,parstruc,dirtraf,tempdes,highinv,fedlndhy,yrrecnst,decktype,typewear,membrane,deckpro,avtraff,avtrafno,desnet,pierpro,nbisleng,scour,futdaily,futdlyno,futyear,minnav,minnavno,fedind,wahquse,stat,aster,suffrate,suffrtno,stat2,bridgecond,bridgecondcd
OK,406,071870000000000,1,4060718700000000001,4,1,1802C,0,08,035,00000,BRUSH CREEK,1802C,4.0 MI NE OF SH 10,9999,0001207,1.207,0,NA,NA,36563354,36.94265,095244514,-95.412539,006,3,02,02,07,1939,02,00,000025,25,2016,4,0520,52,0,00,0,0,0,0,0,5,0,0000,0,00000,0,P,1,5,1,01,0,00,004,4,0000,0,079,7.9,00003,0.3,000146,14.6,000,0,000,0,0079,7.9,0085,8.5,9999,99.99,N,0000,0,N,999,99.9,999,99.9,5,7,4,6,N,1,327,32.7,1,196,19.6,4,6,N,3,7,8,31,1,004220,422,0816,08,16,24,24,N,N,N,NA,NA,NA,000215,215,000118,118,000342,342,2015,NA,0,_,0,N,2,NA,0,0,0000,1,1,0,0,15,15,0,1,Y,4,000040,40,2036,0000,0,4,0051618,NA,NA,541,54.1,1,P,4
WI,555,P24004100000000,1,555P240041000000001,5,1,00000,1,04,047,46875,GRAND RIVER,LRD VILLAGE RD,0.1M S JCT CTH S,9999,0000000,0,0,0000000000,00,43415776,43.699378,088581194,-88.969983,003,3,03,03,09,1963,02,00,000208,208,2015,2,0670,67,0,00,0,0,0,0,0,5,0,0000,0,00000,0,P,1,5,1,01,0,00,001,1,0000,0,067,6.7,00091,9.1,000098,9.8,000,0,000,0,0084,8.4,0085,8.5,9999,99.99,N,0000,0,N,000,0,000,0,5,5,7,5,N,1,474,47.4,1,243,24.3,5,5,N,1,8,6,NA,NA,000000,0,0917,09,17,12,12,N,N,N,NA,NA,NA,000000,0,000000,0,000000,0,2017,NA,NA,NA,0,N,2,NA,0,0,0000,1,1,8,0,00,0,0,NA,Y,3,000228,228,2035,0000,0,5,5050318,NA,NA,765,76.5,0,F,5
PA,423,000000000038611,2,4230000000000386112,3,0,00000,0,NA,101,60000,WHEATSHEAF LANE,DELAWARE EXPWAY.,NEAR RICHMOND ST. 3591G02,0444,0000000,0,NA,NA,NA,39593102,39.99195,075050855,-75.085708,014,3,NA,NA,19,1965,05,02,001500,1500,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,5,02,NA,NA,NA,NA,NA,NA,123,12.3,00265,26.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,N,2,NA,0,NA,NA,NA,NA,NA,NA,07,7,0,NA,NA,NA,NA,NA,NA,NA,NA,4,2053118,NA,NA,NA,NA,NA,NA,NA
IL,175,006400800000000,1,1750064008000000001,4,1,00000,0,03,011,00000,SENACHWINE CREEK,TOWNSHIP ROAD 270,5 MI SE OF TISKILWA,9999,0000837,0.837,0,NA,NA,41142656,41.240711,089263159,-89.442108,010,3,03,03,09,1984,02,00,000150,150,2017,5,0730,73,0,20,0,1,0,0,0,5,0,0000,0,00000,0,A,1,5,5,05,0,00,001,1,0000,0,073,7.3,00192,19.2,000198,19.8,000,0,000,0,0073,7.3,0073,7.3,9999,99.99,N,0000,0,N,000,0,000,0,6,6,6,5,N,D,444,44.4,D,324,32.4,6,5,N,5,8,8,NA,NA,000000,0,1117,11,17,24,24,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,N,2,NA,0,0,NA,2,6,0,0,00,0,0,NA,Y,8,000109,109,2032,0000,0,1,7052118,NA,NA,924,92.4,0,F,6
NE,317,C007815015,1,317C0078150151,4,1,07842,0,01,155,00000,HOBSONS BRANCH,COLL 7842,1.7N .7W OF CERESCO,9999,0001595,1.595,0,0000000000,00,41052112,41.0892,096390831,-96.652308,050,3,02,02,08,2002,02,00,000080,80,1998,5,0790,79,0,30,0,0,0,0,0,5,0,0000,0,00000,0,A,1,5,3,02,0,00,001,1,0000,0,085,8.5,00104,10.4,000011,1.1,000,0,000,0,0085,8.5,0087,8.7,9999,99.99,N,0000,0,N,000,0,000,0,5,8,7,5,N,1,517,51.7,1,308,30.8,7,7,N,5,8,8,34,1,000730,73,1117,11,17,24,24,N,N,N,NA,NA,NA,000000,0,000000,0,000000,0,2012,NA,NA,NA,0,N,2,NA,0,0,0000,1,1,0,0,00,0,0,1,Y,8,000136,136,2033,NA,NA,3,1052318,NA,NA,951,95.1,0,F,5
IL,175,034390100000000,1,1750343901000000001,4,1,00000,0,06,067,00000,SLATER CREEK,TR 170,2.0 MI SW DENVER,9999,0013663,13.663,0,NA,NA,40164329,40.278692,091083779,-91.143831,003,3,03,03,09,1982,02,00,000025,25,2008,6,0490,49,0,00,0,1,0,0,0,5,0,0000,0,00000,0,A,1,5,1,22,0,00,003,3,0000,0,081,8.1,00091,9.1,000289,28.9,000,0,000,0,0081,8.1,0081,8.1,9999,99.99,N,0000,0,N,000,0,000,0,8,7,7,6,N,D,444,44.4,D,324,32.4,7,6,N,5,7,8,NA,NA,000000,0,0318,03,18,48,48,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,N,2,NA,0,0,NA,2,0,0,0,00,0,0,NA,Y,5,000025,25,2032,0000,0,1,7052118,NA,NA,98,9.8,0,G,7
WY,568,CXG,1,568CXG1,3,1,00433,0,05,043,00000,10 MILE CREEK,WYO 433,WORLAND - MANDERSON,9999,0007441,7.441,0,000ML2202B,NA,44044666,44.079628,107572901,-107.958058,002,3,01,01,07,1948,02,00,000500,500,2016,2,0760,76,0,15,0,0,1,1,1,4,0,0000,0,00000,0,A,1,5,1,01,0,00,004,4,0000,0,073,7.3,00064,6.4,000262,26.2,003,0.3,003,0.3,0073,7.3,0086,8.6,9999,99.99,N,0000,0,N,000,0,000,0,6,6,6,4,N,1,299,29.9,1,181,18.1,5,4,N,5,8,8,NA,NA,002620,262,0416,04,16,24,24,N,N,N,NA,NA,NA,000035,35,000003,3,000052,52,2014,NA,NA,NA,0,N,2,NA,0,0,0000,1,0,0,0,10,10,0,NA,Y,8,001872,1872,2036,NA,NA,5,6060818,NA,NA,703,70.3,0,F,6
LA,226,083500530505981,1,2260835005305059811,3,1,00001,0,08,069,00000,BAYOU PIERRE,LA0001,1.0 MI N OF JCT LA 3191,9999,0009928,9.928,1,053-05-1-0,10,31480529,31.801469,093094572,-93.1627,016,3,01,01,06,1975,02,00,002500,2500,2016,5,1340,134,3,70,0,1,1,1,1,5,0,0000,0,00000,0,A,1,5,5,02,0,00,012,12,0000,0,123,12.3,00198,19.8,001768,176.8,000,0,000,0,0123,12.3,0132,13.2,9999,99.99,N,0000,0,N,000,0,000,0,7,7,7,7,N,1,807,80.7,1,354,35.4,7,6,N,5,8,8,NA,NA,NA,NA,0517,05,17,24,24,N,Y60,N,NA,0214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,N,2,NA,0,0,0000,1,1,0,0,23,23,1,NA,Y,3,001656,1656,2036,NA,NA,2,2050918,NA,NA,93,9.3,0,G,7
MS,284,SA160000000A053,1,284SA160000000A0531,4,1,00000,0,07,031,93096,STATION CREEK,PICKERING-ROGRS RD,SEC 14 T 8N R15W        B,9999,0031865,31.865,0,NA,NA,31392310,31.656417,089283610,-89.476694,006,3,02,02,09,2015,02,00,000200,200,2014,A,0790,79,0,00,0,1,1,1,1,5,0,0000,0,00000,0,A,1,5,1,22,0,00,003,3,0000,0,085,8.5,00122,12.2,000366,36.6,005,0.5,005,0.5,0085,8.5,0095,9.5,9999,99.99,N,0000,0,N,000,0,000,0,8,8,8,8,N,8,505,50.5,8,389,38.9,8,6,N,5,8,8,NA,NA,NA,NA,1017,10,17,24,24,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,N,2,NA,0,0,0000,2,1,0,0,08,8,0,NA,Y,5,000300,300,2034,NA,NA,2,8061218,NA,NA,999,99.9,0,G,8
NJ,342,2153163,1,34221531631,4,1,00521,0,01,041,06160,SCRANTON BRANCH (ABAN),HOPE-BLA RTN RD SB,1.17 MI SO OF RT 94 JCT,9999,0007918,7.918,0,NA,NA,40580502,40.968061,074570259,-74.950719,000,3,01,80,07,1912,01,00,003750,3750,2016,0,0640,64,0,17,0,1,0,1,0,5,N,0000,0,00000,0,A,1,0,1,11,0,00,001,1,0000,0,065,6.5,00018,1.8,000018,1.8,000,0,000,0,0065,6.5,0074,7.4,9999,99.99,N,0000,0,N,000,0,000,0,N,7,7,N,N,1,906,90.6,1,662,66.2,7,2,N,5,N,8,NA,NA,NA,NA,1116,11,16,24,24,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,L,1,NA,0,0,2006,N,N,N,N,03,3,0,NA,Y,N,004500,4500,2036,0000,0,3,4050417,NA,NA,95,9.5,2,G,7
NE,317,C008403540,1,317C0084035401,4,1,00035,0,03,167,00000,STREAM,COUNTY HIGHWAY,.5E 1.9S OF PILGER,9999,0000000,0,0,0000000000,00,41583600,41.976667,097021800,-97.038333,030,3,02,02,09,2014,02,00,000010,10,2003,A,0550,55,0,00,0,N,N,N,N,5,0,0000,0,00000,0,A,1,5,3,19,0,00,003,3,0000,0,085,8.5,00024,2.4,000091,9.1,000,0,000,0,0000,0,0000,0,9999,99.99,N,0000,0,N,000,0,000,0,N,N,N,7,9,0,417,41.7,0,327,32.7,9,N,N,5,6,8,31,1,001220,122,0917,09,17,24,24,N,N,N,NA,NA,NA,000000,0,000000,0,000000,0,2012,NA,NA,NA,0,N,2,NA,0,0,0000,N,N,N,N,00,0,0,1,Y,8,000017,17,2033,NA,NA,3,1052318,NA,*,100,10,0,G,9
IA,197,000000000261611,1,1970000000002616111,4,1,00000,0,00,141,00000,WATERMAN CREEK,LOCAL SEC RD,097393001,9999,0026425,26.425,0,NA,NA,43115730,43.19925,095295030,-95.497306,005,3,02,02,09,1988,02,00,000050,50,2015,5,0007,0.7,0,00,0,0,0,0,0,5,0,0000,0,00000,0,A,1,5,2,01,0,00,003,3,0000,0,075,7.5,00104,10.4,000277,27.7,000,0,000,0,0075,7.5,0083,8.3,9999,99.99,N,0000,0,N,000,0,000,0,8,8,8,9,N,2,617,61.7,2,361,36.1,8,6,N,5,8,8,NA,NA,000000,0,0516,05,16,24,24,N,N,N,NA,NA,NA,000000,0,000000,0,NA,NA,NA,NA,0,NA,0,N,2,NA,0,0,0000,1,1,0,0,00,0,0,NA,Y,8,000050,50,2036,0000,0,1,9050918,NA,NA,97,9.7,0,G,8
MO,297,34342,1,297343421,4,1,00320,0,07,143,01234,DRAIN DTCH,COUNTY RD 264,S 7 T 21 N R 11 E,9999,0001448,1.448,0,NA,NA,36275936,36.466489,089535447,-89.898464,013,3,02,02,09,2012,02,00,000035,35,2017,6,0550,55,0,00,0,1,N,N,N,4,0,0000,0,00000,0,A,1,5,2,22,0,00,003,3,0000,0,073,7.3,00011,1.1,000202,20.2,000,0,000,0,0073,7.3,0075,7.5,9999,99.99,N,0000,0,N,000,0,000,0,8,8,9,7,N,1,999,99.9,1,675,67.5,8,6,N,5,9,6,NA,NA,000000,0,1116,11,16,24,24,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,N,2,NA,0,0,0000,N,0,0,0,10,10,0,NA,Y,8,000047,47,2037,NA,NA,2,9050718,NA,NA,100,10,0,G,8
KY,214,063B00062N,1,214063B00062N1,3,1,00472,0,11,125,00000,S.FK.ROCKCASTLE RVR,KY-472,BETWEEN JCTS KY 638 E&W,9999,0009951,9.951,0,NA,NA,37121800,37.205,083564200,-83.945,016,3,01,01,07,1947,02,00,000903,903,2014,4,0730,73,0,00,0,0,0,0,0,5,0,0000,0,00000,0,A,1,5,1,04,0,00,003,3,0000,0,067,6.7,00122,12.2,000396,39.6,003,0.3,003,0.3,0067,6.7,0079,7.9,9999,99.99,N,0000,0,N,000,0,000,0,4,6,6,5,N,1,523,52.3,1,314,31.4,6,4,N,5,8,7,NA,NA,000000,0,0816,08,16,24,24,N,N,N,NA,NA,NA,000000,0,000000,0,000000,0,NA,NA,NA,NA,0,N,2,NA,0,0,0000,1,1,0,0,06,6,0,NA,Y,8,000903,903,2034,0000,0,2,1051118,NA,NA,758,75.8,1,P,4
CA,069,57 0639K,1,06957 0639K1,1,7,00805,0,11,073,50398,SWEETWATER RD,S805-EUCLID OFFRMP,11-SD-805-9.06-NATC,9999,0000906,0.906,1,0000000805,01,32393953,32.660981,117043859,-117.077386,003,3,01,01,11,1974,01,04,006900,6900,2008,5,0730,73,0,45,0,0,1,1,1,5,N,0000,0,00000,0,A,1,1,6,05,0,00,003,3,0000,0,073,7.3,00408,40.8,000075,7.5,000,0,000,0,0073,7.3,0079,7.9,9999,99.99,H,0792,7.92,H,012,1.2,000,0,7,7,7,N,N,1,897,89.7,1,324,32.4,7,7,3,5,N,8,NA,NA,NA,NA,0916,09,16,24,24,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,L,1,NA,1,0,0000,1,0,0,0,04,4,1,NA,Y,N,007189,7189,2034,NA,NA,0,6050217,NA,NA,93,9.3,2,G,7
TX,486,061860013907051,1,4860618600139070511,2,1,00285,0,06,371,00000,CATO DRAW,US 285,9.85 MI SE OF REEVES C/L,9999,0015742,15.742,NA,NA,NA,31014570,31.029361,103071707,-103.121408,032,3,01,01,02,1955,02,00,002110,2110,2013,5,1340,134,0,00,0,0,0,0,0,3,0,0000,0,00000,0,A,1,5,1,19,0,00,005,5,0000,0,256,25.6,00003,0.3,000165,16.5,000,0,000,0,0256,25.6,0026,2.6,9999,99.99,N,0000,0,N,999,99.9,000,0,N,N,N,8,7,5,444,44.4,5,327,32.7,7,9,N,5,6,8,NA,NA,000000,0,0816,08,16,24,24,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,N,2,NA,1,0,1969,1,6,8,8,25,25,0,NA,Y,8,002950,2950,2033,NA,NA,4,8050918,NA,NA,938,93.8,0,G,7
MN,275,27720,1,275277201,1,7,00394,0,05,053,43000,"BUS RAMP, WASH AVE RAMP",I 394 EB OFF RAMP,0.9 MI NE OF JCT TH 94,9999,0000000,0,1,NA,NA,44585574,44.98215,093162727,-93.274242,002,3,01,01,11,1990,02,03,003200,3200,1994,5,1340,134,0,37,0,1,1,0,1,5,N,0000,0,00000,0,A,1,1,4,02,0,00,002,2,0000,0,124,12.4,00227,22.7,000468,46.8,000,0,000,0,0124,12.4,0135,13.5,9999,99.99,H,0591,5.91,H,024,2.4,006,0.6,6,6,6,N,N,1,718,71.8,1,424,42.4,6,9,6,5,N,5,NA,NA,001550,155,1017,10,17,24,24,N,N,N,NA,NA,NA,739000,739000,NA,NA,NA,NA,NA,NA,NA,NA,0,N,1,NA,1,0,NA,1,4,0,1,NA,NA,1,NA,Y,N,003200,3200,2029,NA,NA,2,7050718,NA,NA,937,93.7,0,F,6
MI,265,000000000005731,1,2650000000000057311,2,1,00023,0,06,093,35060,HURON RIVER,US-23 SB,2.2 MI N OF M-36,3048,0005058,5.058,1,0000009320,02,42281650,42.47125,083452187,-83.756075,002,3,01,01,02,1960,03,00,033800,33800,2008,B,1770,177,1,27,0,1,1,1,1,5,0,0000,0,00000,0,A,1,5,3,02,0,00,002,2,0000,0,177,17.7,00131,13.1,000277,27.7,000,0,000,0,0178,17.8,0187,18.7,9999,99.99,N,0000,0,N,999,99.9,000,0,7,8,7,7,N,8,603,60.3,8,467,46.7,7,9,N,5,8,8,NA,NA,NA,NA,0717,07,17,24,24,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,L,1,NA,1,0,2011,1,1,0,1,16,16,1,NA,Y,8,044700,44700,2028,NA,NA,2,6050318,NA,NA,948,94.8,0,G,7
NE,317,C000217010,1,317C0002170101,4,1,07644,0,03,003,00000,IVES CREEK,COLL 7644,7S 3.5W OF TILDEN,9999,0003296,3.296,0,0000000000,00,41564229,41.945081,097540542,-97.901506,050,3,02,02,08,1955,02,00,000100,100,1998,0,0610,61,0,00,0,0,0,0,0,5,0,0000,0,00000,0,A,1,5,3,02,0,00,001,1,0000,0,061,6.1,00094,9.4,000101,10.1,000,0,000,0,0061,6.1,0061,6.1,9999,99.99,N,0000,0,N,000,0,000,0,5,6,6,6,N,1,318,31.8,1,191,19.1,5,5,N,5,4,7,NA,NA,NA,NA,1217,12,17,24,24,N,N,N,NA,NA,NA,000000,0,000000,0,000000,0,NA,NA,NA,NA,0,N,2,NA,0,0,0000,1,8,0,0,00,0,0,1,Y,5,000170,170,2033,NA,NA,3,1052318,NA,NA,759,75.9,0,F,5
NJ,342,0900013,1,34209000131,5,1,00000,0,01,017,36000,NATIONAL DOCKS SECONDARY,NEWARK AVENUE,.06 MI. N OF I-78,9999,0001287,1.287,0,NA,NA,40433889,40.727469,074031361,-74.053781,003,3,02,02,16,1915,02,00,019760,19760,2017,0,1460,146,0,34,0,0,0,1,1,5,N,0000,0,00000,0,A,5,2,5,05,0,00,001,1,0000,0,146,14.6,00226,22.6,000238,23.8,043,4.3,003,0.3,0146,14.6,0226,22.6,9999,99.99,R,0630,6.3,R,006,0.6,000,0,6,7,6,N,N,0,999,99.9,0,327,32.7,6,9,4,5,N,8,NA,NA,000000,0,0217,02,17,24,24,N,N,N,NA,NA,NA,000000,0,NA,NA,000000,0,NA,NA,NA,NA,0,N,2,NA,0,0,1997,1,1,0,1,04,4,0,NA,Y,N,023720,23720,2037,0000,0,3,4050418,NA,NA,942,94.2,0,F,6
KS,207,999947000892041,1,2079999470008920411,1,1,00470,0,14,177,71000,10TH STREET,I470 HWY SB,JCT 10TH ST/I470 SB,9999,0000579,0.579,1,089I004700,00,39030200,39.050556,095462300,-95.773056,000,3,01,01,11,1991,01,02,003845,3845,2016,5,0910,91,0,38,0,1,1,1,0,5,N,0000,0,00000,0,A,1,1,4,02,0,00,003,3,0000,0,091,9.1,00268,26.8,000704,70.4,000,0,000,0,0091,9.1,0010,1,9998,99.98,H,0467,4.67,H,055,5.5,000,0,7,7,7,N,N,1,999,99.9,1,747,74.7,7,4,6,5,N,8,37,1,007040,704,0516,05,16,24,24,N,N,N,NA,NA,NA,000159,159,000016,16,000239,239,2018,NA,NA,NA,1,L,1,NA,1,0,NA,N,1,0,1,40,40,1,NA,Y,N,005479,5479,2037,NA,NA,2,0052318,NA,NA,96,9.6,0,G,7
OK,406,026420000000000,1,4060264200000000001,3,1,00033,0,04,119,00000,CREEK,S.H. 33,8.2 MI E JCT SH 18,9999,0001284,1.284,1,NA,01,35590818,35.985606,096373142,-96.625394,026,3,01,01,06,1930,04,00,008200,8200,2016,4,1950,195,1,00,0,0,0,0,0,5,0,0000,0,00000,0,A,1,5,1,19,0,00,002,2,0000,0,010,1,00003,0.3,000064,6.4,000,0,000,0,0000,0,0000,0,9999,99.99,N,0000,0,N,000,0,000,0,N,N,N,7,6,2,445,44.5,2,327,32.7,6,N,N,5,9,8,33,1,000007,0.7,0216,02,16,24,24,N,N,N,NA,NA,NA,000336,336,000555,555,000941,941,2015,NA,0,_,0,N,2,NA,0,0,1979,N,N,N,N,16,16,0,1,Y,8,013120,13120,2036,0000,0,4,0051618,NA,*,699,69.9,0,F,6
KS,207,000960841006608,1,2070009608410066081,4,1,00000,0,05,191,00000,TRIB. ARKANSAS  RIVER,LOCAL      73-12-8,7.2N 1.0E OF OXFORD,9999,0000000,0,0,NA,NA,37224376,37.378822,097090240,-97.150667,003,3,02,02,09,1992,02,00,000020,20,2013,0,0730,73,0,45,0,0,0,0,0,5,0,0000,0,00000,0,A,1,5,3,02,0,00,001,1,0000,0,069,6.9,00122,12.2,000128,12.8,000,0,000,0,0069,6.9,0007,0.7,9999,99.99,N,0000,0,N,000,0,000,0,6,6,6,6,N,2,423,42.3,2,279,27.9,6,5,N,5,6,8,NA,NA,NA,NA,0817,08,17,24,24,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,_,0,N,2,NA,0,0,0000,1,0,0,0,NA,NA,0,NA,Y,5,000024,24,2037,NA,NA,2,0052318,NA,NA,929,92.9,0,F,6
FL,124,130077,1,1241300771,4,1,00000,0,01,081,00000,I-75 (SR-93),BUCKEYE ROAD,8.5 MI S OF SR-674,9999,0006135,6.135,0,0013000188,00,27372478,27.62355,082283729,-82.477025,016,3,01,01,07,1980,02,06,000900,900,2016,6,1210,121,0,37,0,0,0,1,0,5,N,0000,0,00000,0,A,1,1,4,02,0,00,002,2,0000,0,121,12.1,00582,58.2,001154,115.4,000,0,000,0,0121,12.1,0131,13.1,9999,99.99,H,0503,5.03,H,043,4.3,163,16.3,6,7,7,N,N,1,064,6.4,1,383,38.3,7,7,6,5,N,8,NA,NA,000000,0,0817,08,17,24,24,N,N,N,NA,NA,NA,000000,0,000000,0,000000,0,NA,NA,0,NA,0,N,2,NA,0,0,0000,2,0,0,0,24,24,0,NA,Y,N,001562,1562,2038,0000,0,1,2050918,NA,NA,973,97.3,0,F,6
KY,214,043B00085N,1,214043B00085N1,3,1,00079,0,04,085,00000,DOG CREEK,KY-79,.10 MI NOR. OF BUTLER CL,9999,0000162,0.162,0,NA,NA,37224700,37.379722,086323300,-86.5425,018,3,01,01,07,1978,02,00,001303,1303,2014,5,0730,73,0,45,0,0,0,0,0,5,0,0000,0,00000,0,A,1,5,1,19,0,00,001,1,0000,0,067,6.7,00055,5.5,000076,7.6,000,0,000,0,0000,0,0000,0,9999,99.99,N,0000,0,N,000,0,000,0,N,N,N,7,7,A,544,54.4,A,327,32.7,7,N,N,5,6,6,NA,NA,000000,0,0917,09,17,24,24,N,N,N,NA,NA,NA,000000,0,000000,0,000000,0,NA,NA,NA,NA,0,N,2,NA,0,0,0000,N,N,N,N,10,10,0,NA,Y,8,001303,1303,2034,NA,NA,2,1051118,NA,*,959,95.9,0,G,7
TN,474,71I00400069,2,47471I004000692,1,1,00040,0,NA,141,16920,SR135 / I-40 WBL,FAU 135,SR135 / I-40 JCT,0516,0029548,29.548,NA,NA,NA,36080600,36.135,085314800,-85.53,000,3,NA,NA,11,2003,05,02,048290,48290,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,6,02,NA,NA,NA,NA,NA,NA,012,1.2,00288,28.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,N,1,NA,1,NA,NA,NA,NA,NA,NA,05,5,1,NA,NA,NA,NA,NA,NA,NA,NA,4,7052518,NA,NA,NA,NA,NA,NA,NA
AZ,049,07589,1,049075891,5,0,00000,0,78,013,28380,CORGETT WASH,SAN MIGUEL RD,0.3 MI W OF ESTRELLA PKWY,9999,0000000,0,0,NA,NA,33202760,33.341,112254800,-112.43,003,3,04,04,19,1988,02,00,003400,3400,2013,5,0014,1.4,0,00,0,N,N,N,N,5,0,0000,0,00000,0,A,5,5,2,19,0,00,006,6,0000,0,139,13.9,00003,0.3,000198,19.8,015,1.5,015,1.5,0000,0,0000,0,9999,99.99,N,0000,0,N,000,0,000,0,N,N,N,7,7,1,617,61.7,1,372,37.2,7,N,N,5,8,8,NA,NA,000000,0,0417,04,17,48,48,N,N,N,NA,NA,NA,000000,0,000000,0,000000,0,NA,NA,NA,NA,0,N,2,NA,0,0,0000,N,N,N,N,05,5,0,NA,Y,8,003410,3410,2033,0000,0,0,4050418,NA,*,995,99.5,0,G,7
OK,406,003850000000000,1,4060038500000000001,4,1,E0690,0,04,083,00000,BEAVER CREEK,E0690,3.5S  2.5E  OF  MULHALL,0381,0000805,0.805,0,NA,NA,36004948,36.013744,097214957,-97.363769,003,3,02,02,09,1914,01,00,000025,25,2016,0,0610,61,0,00,0,0,0,0,0,4,N,0000,0,00000,0,K,1,5,3,10,0,00,001,1,0000,0,048,4.8,00271,27.1,000271,27.1,000,0,000,0,0048,4.8,0049,4.9,0381,3.81,N,0000,0,N,000,0,000,0,0,0,0,0,N,1,000,0,1,000,0,0,0,N,0,0,2,31,1,005850,585,0816,08,16,24,24,N,N,N,NA,NA,NA,000149,149,000082,82,000236,236,2015,NA,0,_,0,N,3,NA,0,0,0000,8,7,0,0,10,10,0,NA,Y,3,000040,40,2036,0000,0,4,0051618,NA,NA,16,1.6,1,P,0
TX,486,022490AA0431001,1,486022490AA04310011,4,1,03341,0,02,497,00000,TR W FK TRINITY,CR 3341 - PCT 4,0.4 MI. S. OF SH 114,9999,0000644,0.644,0,NA,NA,33094225,33.161736,097422230,-97.706194,005,3,02,02,09,2003,02,00,000520,520,2015,0,0610,61,0,21,0,0,0,0,0,5,0,0000,0,00000,0,A,1,5,3,19,0,00,003,3,0000,0,061,6.1,00018,1.8,000007,0.7,000,0,000,0,0061,6.1,0061,6.1,9999,99.99,N,0000,0,N,999,99.9,000,0,N,N,N,6,6,5,327,32.7,5,245,24.5,6,3,N,5,8,8,NA,NA,000000,0,0116,01,16,24,24,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,N,2,NA,0,0,0000,1,6,8,8,00,0,0,NA,Y,8,000570,570,2035,NA,NA,4,8050918,NA,NA,706,70.6,2,F,6
