BARDID,Year,USCGadded,NumberDeaths,NumberInjured,MeetsInjuryThreshold,MeetsDamageThreshold,NumberVesselsInvolved,NumberVesselsLost,TotalDamage,Date,Time,State,Location,NameOfBodyOfWater,NearestCityTown,County,Clear,Cloudy,Fog,Rain,Snow,Hazy,WaterConditions,StrongCurrent,HazardousWaters,CongestedWaters,Wind,AirTemperature,WaterTemperature,DayNight,Visibility,DayofWeek,AccidentCause1,AccidentCause2,AccidentCause3,OtherAccidentCause,MachineryFailure,EquipmentFailure,AccidentEvent1,AccidentEvent2,AccidentEvent3,OtherAccidentEvent,RedactedNarrative,StateCaseID,Latitude,Longitude,CoordinatesConfidence
OR-2017-0025,2017,NA,0,1,-1,0,1,0,0,7/15/2017 0:00:00,12/30/1899 15:00:00,OR,Saddle Dam,Columbia River,St Johns,Columbia,-1,0,0,0,0,0,Choppy,N,N,N,Light,NA,60,-1,Good,Saturday,Force of wake/wave,Operator inexperience,NA,NA,NA,NA,Fall in vessel,NA,NA,NA,"The operator stated that a large wake was headed toward his boat from a large ship passing by.  He slowed his boat down to pretty slow speed however, given the size of the wake, needed to completely stop forward motion and ride over the wake.  He could have slowed down even further to lessen the impact. 

He also indicated that the injured person fell in the boat and suffered a ""broken back"", but was treated and released from the hospital, and was not incapacitated over 24 hrs.",45-25-17,NA,NA,NA
FL-2017-0042,2017,NA,0,1,-1,0,1,0,0,2/21/2017 0:00:00,12/30/1899 23:45:00,FL,ICW PECK LAKE CHANNEL MARKER 16,ICW,STUART,MARTIN,0,-1,0,0,0,0,Calm,NA,NA,NA,Light,78,68,0,Good,Tuesday,"People on gunwale, bow, or transom",Force of wake/wave,NA,NA,NA,NA,Fall in vessel,NA,NA,NA,"Vessel One was operating at approximately 18 miles per hour Southbound in the Intra coastal Waterway (ICW), in the area of Peck's Lake (Channel Marker 16). An unknown large vessel was traveling Northbound in the same area at approximately 25 miles per hour. The posted speed limit in the ICW at this location is 25 MPH. 

Vessel One maneuvered to avoid a side impact of wake and approached the large wake head on. Vessel One's bow pitched due to the large wake and speed, and one occupant fell to the deck of vessel and injured his rib cage and right foot. He was transported to Martin Memorial Medical Center for treatment. Injuries sustained were bruising contusions to ribs and a small laceration to foot from falling against gunwale.; 


",FWSA17OFF001598,NA,NA,NA
NC-2017-0113,2017,NA,0,0,0,-1,1,0,7000,10/19/2017 0:00:00,12/30/1899 22:20:00,NC,NA,Cape Fear River,Bald Head Island,Brunswick,0,-1,0,0,0,0,Calm,NA,NA,NA,Moderate,65,NA,0,Fair,Thursday,Operator inattention,NA,NA,NA,NA,NA,Collision with fixed object,NA,NA,NA,"On 10/19/2017 at approx 22:20 hrs, operator was operating his 38 ft catamaran off the cape fear river when he struck navigational marker #13 with the starboard bow.  Operator stated that due to the strong current and the vessel being placed on auto-pilot, the vessel struck the navigational marker.  When the vessel struck the marker, it left an 8 inch hold in the fiberglass hull of the vessel.  Operator stated that there was $7,000.00 in damages to the vessel.

**************************************end of report***************************************
",708-001-110317,NA,NA,NA
LA-2017-0075,2017,NA,0,0,0,-1,2,0,3500,6/24/2017 0:00:00,12/30/1899 12:30:00,LA,NA,CANAL OFF LAKE CATHERINE,LAKE CATHERINE,ORLEANS,0,-1,0,0,0,0,Calm,NA,NA,NA,Moderate,85,86,-1,Good,Saturday,Operator inattention,NA,NA,NA,NA,NA,Collision with fixed object,Collision with recreational vessel,NA,NA,"At approximately 12:30 p.m. on 06-24-2017, Sgt was notified of a boat accident in the Lake Catherine area and responded to the scene at Island Marina.  According to witnesses at the scene, a 21' Cape Horn(Vessel 1), was maneuvering in the canal off of Lake Catherine at the Island Marina when he lost control and struck a 26' Twin Vee (Vessel 2) which was unoccupied and moored to the dock at the time of impact. 

Operator1 stated that he was trying to avoid hitting a vessel that the wind was pushing him towards and put his vessel in reverse to do so. He then realized that he was about to strike a nearby piling and put his vessel back in forward gear but did end up hitting the piling, causing him to slip and fall, and to lose control of his vessel. 

When this happened, he accidently put the vessel in a hard acceleration and struck Vessel 2 which was unoccupied and moored to the dock a short distance away. Vessel 1 impacted Vessel 2 with it's bow, just occurred on Vessel 2 while there was only very minor damage to Vessel 1. Neither Operator1 nor his passenger were injured in this incident. Drugs and alcohol were not a contributing factor in this incident.  Proper and correct number of PFD's were onboard Vessel 1. Evidence shows that Operator1 was not totally aware of his surroundings and failed to recognize and avoid possible hazards around him. Vessel 2’s owner was on scene at the time of this incident.
",NA,NA,NA,NA
MI-2017-0005,2017,NA,0,0,0,-1,1,0,230000,4/15/2017 0:00:00,12/30/1899 12:00:00,MI,"Ludington, Big Sable Point",Lake Michigan,Hamlin Township,Mason County,NA,NA,NA,NA,NA,NA,Rough,NA,NA,NA,Unknown,NA,NA,-1,Unknown,Saturday,Equipment failure,NA,NA,NA,NA,Unknown,Flooding/swamping,Grounding,NA,NA,"A man was taking the 76 foot yacht from Pentwater to Traverse City, according to the US Coast Guard, when he realized the boat was taking on water, he ran it aground in about three feet of water near Big Sable Point.  The boat started to tip about 15 degrees to the side, but the Coast Guard was soon able to retrieve the man.  He wasn’t hurt.  The yacht remained abandoned in the water.  The CG said waves more than four feet high kept commercial salvage crews from getting close enough to deploy a boom around and pump fuel off the boat.  Coast Guard pollution responders out of Grand Haven will oversee the recovery.  There are no reports of pollution so far.   The victim was not reported to be injured.  
 
 ",1075281,NA,NA,NA
MO-2017-0138,2017,NA,0,1,-1,0,1,0,0,9/3/2017 0:00:00,12/30/1899 12:00:00,MO,NA,LAKE OF THE OZARKS,SUNRISE BEACH,CAMDEN,-1,0,0,0,0,0,Choppy,N,Y,N,Light,82,81,-1,Good,Sunday,Hazardous waters,NA,NA,NA,NA,NA,Fall in vessel,NA,NA,NA,OPERATOR 1 WAS OPERATING VESSEL 1 WHILE PLOWING (BOW ELEVATED). AS OPERATOR 1 WAS TRAVELING BEHIND ANOTHER BOAT VESSEL 1 ENCOUNTERED ROUGH CHOP WATER. AS VESSEL 1 STRUCK A WAKE IN THE WATER PASSENGER 2 BECAME AIRBORNE. PASSENGER 2 LANDED BACK IN THE VESSEL IMPACTING THEIR SEAT. THIS CAUSED PASSENGER 2 TO SUSTAIN INJURIES FROM THE IMPACT. THERE WAS NO OTHER INJURIES FROM THE OTHER OCCUPANTS ABOARD VESSEL 1. VESSEL 1 DID NOT SUSTAIN ANY DAMAGE.,170573580,NA,NA,NA
FL-2017-0183,2017,NA,0,0,0,-1,1,0,15000,5/6/2017 0:00:00,12/30/1899 17:00:00,FL,"INLET BOGGY BAYOU, CHOCTAWHATCHEE BAY",CHOCTAWHATCHEE BAY,EGLIN,OKALOOSA,0,0,0,0,0,-1,Rough,NA,NA,NA,Strong,83,83,-1,Fair,Saturday,Operator inexperience,Hazardous waters,NA,NA,NA,NA,Flooding/swamping,NA,NA,NA,"V1 returning to port in windy afternoon weather with nine onboard stopped to check flooding in hull. V1 sank to 50% and were rescued by uscg 45' patrol vessel without injuries. V1 towed to shore by commercial salvage.

The vessel has a six"" freeboard from rub rail to waterline, using a fiberglass hull. The battery compartment is located on the starboard stern and is not watertight in the hull. There are several deck fittings to inspect the hull. See attached photos taken after salvage tow to shore.

The flooding was enhanced due to operator inexperience and weather. The winds were calm in the area until they picked up from the west approx 1300 hrs. By the time of the accident they became significant. The evinrude motor has a safety feature which will terminate operation when the motor becomes flooded with seawater. The operator stopped the vessel to check operational concerns and the waves did the rest, swamping and flooding the vessel. The mwr manager stated their deck boat rental fleet have been in service for three to four years, without incident.

The vessel hull, once dried out and serviced, will be put back into use. The outboard engine is a concern and may be beyond economical repair. The cost estimate entered to this report reflects the cost of a replacement motor.",FWNW17OFF004947,NA,NA,NA
MI-2017-0077,2017,NA,1,0,0,0,3,0,0,8/6/2017 0:00:00,12/30/1899 15:17:00,MI,Sand Lake - Dodge chain of lakes,Sand Lake,Hamilton-Dodge City,Clare County,-1,0,0,0,0,0,Calm,NA,NA,NA,Light,NA,NA,-1,Good,Sunday,Navigation rules violation,NA,NA,NA,NA,NA,Collision with recreational vessel,Skier mishap,NA,NA,"Operator of vessel #1 was pulling victim on a tube.  It is unclear what exactly happened since we have no details about the accident.  Vessel #1 was pulling a tuber and somehow struck vessel #2 and vessel #3; and the tuber became deceased from a head injury.  No other injuries were reported. Based on numerous witness statements, the operator appeared to be operation extremely close to shore and the associated docks. Witnesses also described the operator as jerking the boat to the left. At this time, the tubers appeared to swing to the right and colliekd with a docked vessel. ",1799800805,44.01,-84.72,NC
AL-2017-0023,2017,NA,1,0,0,-1,1,0,4000,7/21/2017 0:00:00,12/30/1899 20:10:00,AL,"Lee Rd 793. Salem, AL 36874",Lake Harding,Opelika,Lee,0,0,0,-1,0,0,Choppy,NA,NA,NA,Moderate,80,83,0,Poor,Friday,Weather,NA,NA,NA,NA,NA,Electrocution,NA,NA,NA,"On 07/21/2017, at approximately 2100hrs central time, I Trooper was contacted by Lt.. Lt. stated that there had been a boating accident on Lake Harding involving a fatality. He stated that the Lee County Sheriff''s Office was on scene and was working the preliminary investigation. 

On 07/22/2017, I drove to the Lee County Sheriff''s Office and picked up their completed I/O report. I then started contacting witnesses to find out what exactly happened.

The first witness I spoke to over the phone stated herself and four others were at an island swimming when a storm started to come over the lake. 

Everyone decided to get back on the boat and try to outrun the storm. As they were making their way back to the boat ramp, she saw a bright flash of light and felt a percussion. Subject said lighting had struck the boat and she noticed victim was unresponsive on the deck. 

The boat motor had also shut off and they were dead in the water. Two people then jumped into the lake and started pulling the boat to the nearest house and dock. 

As the two men started pulling them to shore, subject began CPR on victim. The two men were able to get the boat to shore where the medics arrived and took over life saving efforts. Victim was transported by ambulance to East Alabama Medical Center was pronounced deceased by Coroner.",170721001,32.68,-85.11,C
MD-2017-0125,2017,NA,0,1,-1,0,1,0,0,8/19/2017 0:00:00,12/30/1899 11:41:00,MD,A401 OCEAN CITY INLET PROPER,OCEAN CITY,OCEAN CITY,WO - Worcester,-1,0,0,0,0,0,Rough,Y,N,N,Moderate,86,77,-1,Fair,Saturday,Force of wake/wave,NA,NA,NA,NA,NA,Fall in vessel,NA,NA,NA,"On August 19, 2017 I Corporal and Sergeant responded to a May Day call on the VHF channel 16 from a subject.  The subject was located in the main channel coming into the Ocean City inlet. Subject was calling for assistance for his sister.  Subject advised me that he was headed east out into the Atlantic Ocean where the tide and current meet together to make rough seas. Subject explained that while traveling through the rough sea's his sister was sitting in the seat directly in front of the center console the vessel hit a wave and she was thrown into the air.  She complained of back pains immediately following the incident.  She was transported to Atlantic General Hospital by Ocean City EMS.

      Once on scene Sergeant and I decided that an escort to the United States Coast Guard Station where EMS would be waiting was the best option.  There was no other injuries to report. After completing this investigation I request that this case be closed.
",NRP-17-01175,NA,NA,NA
NC-2017-0038,2017,NA,0,1,-1,0,1,0,0,7/2/2017 0:00:00,12/30/1899 16:25:00,NC,Lake Waccamaw,LAKE WACCAMAW,Lake Waccamaw,Columbus,-1,0,0,0,0,0,Choppy,NA,NA,NA,Light,93,83,-1,Good,Sunday,Improper lookout,Operator inattention,Sharp turn,NA,NA,NA,Skier mishap,Person struck by propeller,NA,NA,"On July 2, 2017 at about 4:25 PM, subject was operating a Carolina Skiff motorboat on Lake Waccamaw with three individuals and one person being towed on a tube.  Victim, who was the occupant on the tube was thrown off while in the act of tubing.  When Operator turned around to pick up Victim, Operator struck Victim with the vessel, pushing him towards the outboard motor were Victim's right leg was struck by the propeller multiple times.  Occupants pulled Victim from the water and attempted to cover the multiple deep lacerations that were sustained during the collision.

***************NOTHING FURTHER, END OF REPORT**********************************
",954-001-070217,NA,NA,NA
WI-2017-0040,2017,NA,0,1,-1,0,1,0,0,5/28/2017 0:00:00,12/30/1899 14:00:00,WI,NA,Mississippi River,NA,Crawford,-1,0,0,0,0,0,Unknown,NA,NA,NA,Light,85,70,-1,Good,Sunday,Other,NA,NA,passenger/skier behavior,NA,NA,Skier mishap,NA,NA,NA,"Injured was being pulled behind boat in a tube.  The Operator was changing direction in the vessel and when there was slack in the line, the Injured wrapped his hand around tow line.  The vessel straightened out and the rope was tightened, pinching the Injured person's middle finger.  The Injured person's finger was broke and dangling by some skin.",NA,NA,NA,NA
TX-2017-0274,2017,NA,0,0,0,-1,1,1,2000,8/5/2017 0:00:00,12/30/1899 20:00:00,TX,NA,0061 BELTON (BELL CO),BELTON,014 BELL,-1,0,0,0,0,0,Choppy,N,Y,N,Light,94,87,-1,Good,Saturday,Other,NA,NA,unseen water hazard,NA,NA,Collision with submerged object,NA,NA,NA,"On 8-5-17, at approximately 1640hrs, advising that a jet was almost fully submerged in the water, on lake belton near temple lake park. Further information was that everyone was ok.  Warden dispatched morgan's point resort  boat rescue team to the scene to attempt to retrieve the vessel and bring it back to the owner who was on the north boat ramp of temple lake park. 

Warden was contacted by the owner who stated that a 23 old male was operating the jet ski, bearing tx 9991 du, north of bolora, when he felt like he hit something, which was just under the water.  This are of the lake is filled with under water trees and more than likely hit an underwater stump.  The operator of the vessel who was identified then observed that a short while after the pwc began to take on water and sank.

Morgans' point resort was able to tow the vessel back to the owner, and it was put back on the trailer.

Photos of the vessel and the damage showed that there was a crack in the hull of the vessel and that there was water in the engine compartment.

Nfi
",NA,NA,NA,NA
MD-2017-0116,2017,NA,0,0,0,-1,2,0,2000,8/20/2017 0:00:00,12/30/1899 18:25:00,MD,5104 CHARLESTOWN,NORTH EAST RIVER,CHARLESTOWN,CE - Cecil,-1,0,0,0,0,0,Calm,N,N,N,Unknown,NA,NA,-1,Good,Sunday,Alcohol use,Navigation rules violation,NA,NA,NA,NA,Collision with recreational vessel,NA,NA,NA,"On 8/20/2017 at approximately 1830 hours this Officer responded to Lee's Marina on the North East River for a boat accident.  The owner/operator of ""About Time"" MD 2587 BP, a 30ft Cruisers yacht struck the side of a docked vessel while he was docking  According to eye witnesses, Operator2 was backing into his slip, number 26, at the North East Marina and then drove forward and stuck the starboard side of ""Essex Villers"" MD 6397 BG a 28ft Chaparral yacht.  V1 owner was standing on the dock behind his vessel at slip A-13, when Operator2 struck his vessel.  V1 owner then observed Operator2 reverse his vessel and then drive forward again striking the same place on the starboard side a second time.  At this point Operator2 was able to reverse his vessel into his slip and secure his dock lines.  V1 owner's vessel sustained a broken side window, bent cleat and possible structural hull damage from the impact.

 A verbal argument took place across the fairway between V1 owner and Operator2 and according to V1 owner and another eye witness, Operator2 was intoxicated.  V1 owner instructed Operator2 to come over to his dock and Operator2 complied.  Operator2 was asked how much alcohol he had consumed he replied ""Too much"".  Operator2 did provide his name, address, insurance information and driver's license number but not his phone number or vessel information to V1 owner, as required by state regulation.  V1 owner and Witness told Operator2 at least four times that he had to stay until the Maryland Natural Resources Police arrived however Operator2 got in a Silver BMW 700 series and left the scene.   

 When officer's arrived on scene and found that Operator2 had left the scene a BOLO was sent out through MSP.  Operator2 was not located.   Based on eye witness statements it is possible Operator2 was intoxicated while operating a vessel however there is not sufficient evidence to charge Operator2 with this offense.  It is this officers opinion based upon his training, knowledge and experience there is probable cause to charge Operator2 with operating a vessel in a Reckless or Dangerous Manner and with Negligent and Reckless boating based upon the facts that the first time Operator2 struck V1 owner's vessel it would be considered Negligent boating since it was unintentional.  However the second time Operator2 struck V1 owner's vessel he had the option of stopping the vessel and assessing the situation but he drove into V1 owner's vessel again and therefore considered intentional and thus Reckless boating.

 All events occurred in Cecil County.
",NRP-17-01187,NA,NA,NA
FL-2017-0046,2017,NA,0,0,0,-1,2,0,39827,2/4/2017 0:00:00,12/30/1899 11:15:00,FL,X2[W 1ST ST],CALOSSAHATCHEE/ LAGACY HARBOR,FORT MYERS,LEE,-1,0,0,0,0,0,Calm,NA,NA,NA,Light,80,68,-1,Good,Saturday,Machinery failure,NA,NA,NA,Shift,NA,Collision with recreational vessel,Collision with fixed object,NA,NA,"V1 was leaving its slip when operator of V1 lost throttle control and made contact at idle speed with V2 that was still moored in its' slip. Damage to both vessels occurred but there were no injuries reported from either vessel. No environmental damage was noted either.  

Vessel #1 is a 1996 63 ft yacht with documentation numbers 909405. V1 appeared to have damage to the hull on both sides of the bow. In talking to V1 operator he gave a sworn statement that at approximately 1125 hrs he was leaving his slip at idle speed and attempted to make a turn to starboard to leave the Yacht basin when he realized that his controls were not responding properly. Vessel #1 then made contact with vessel #2 on its’ port side bow and the dock it was moored up to.

Once he was able to return his vessel to his slip he was able to examine the starboard engine and found that one of the cables to the starboard transmission was inoperable. I was able to determine that the wire did cause the controls on the bridge of vessel #1 to not shift properly with the assistance of Officer.
",FWSW17OFF001749,NA,NA,NA
FL-2017-0629,2017,NA,0,0,0,-1,1,0,4000,11/26/2017 0:00:00,12/30/1899 17:30:00,FL,"PENSACOLA PASS, PENSACOLA BAY, GULF OF MEXICO",PENSACOLA PASS,PENSACOLA,ESCAMBIA,-1,0,0,0,0,0,Calm,NA,NA,NA,Light,50,70,-1,Good,Sunday,Improper lookout,NA,NA,NA,NA,NA,Collision with fixed object,Person ejected from vessel,NA,NA,"On 11/26/17 at approximately 5:30 p.m. USCG reported a vessel accident at the Pensacola pass to dispatch. I, Officer contacted the point of contact from Coast Guard and they stated that a white center console vessel had struck a channel marker and was taking on water. They reported no injuries and that the vessel was safely beached on the north side of fort mccray. They also stated that US Tow Boat was en route to remove the vessel. When US Tow Boat arrived it was decided that the vessel would be anchored and removed the next morning due to extreme damage to the bow. I also spoke with the Owner/Operator by phone and gathered all his contact information. I informed the owner I would contact him first thing in the morning and get a written statement with pictures of the vessel. 

    On 11/27/17 at 06:30 a.m. I arrived at the beached vessel and took pictures of the damage and the buoy that was impacted. I made contact with the owner and had him meet at the vessel for a written statement. He advised that he and his son were traveling north from the gulf into the pass and when he started to turn east towards shoreline park he impacted the buoy without seeing it. He stated he was traveling approximately 15-20 knots and did not see the buoy. After the impact some good Samaritan's stopped and assisted until Coast Guard arrived a few minutes later. No personal injuries were sustained just damage to the vessel. He has no other information. A statement is attached with this report.

    On 11/30/17 at 0800 I contacted operator via telephone and he stated that he was a little sore and that he still could not remember how he hit the channel marker. He advised that when he hit the Buoy he was ejected from the vessel and the ignition safety switch lanyard he had attached engaged and shut the vessel down. When he was in water he grabbed the anchor line that was attached to buoy and pulled himself to the buoy. He then had his son, who was on the vessel, start the vessel and position it so he could board. After boarding the vessel some bystanders assisted them and helped contact Coast Guard. Coast Guard arrived and beached the vessel for safety reasons. US Tow Boat arrived and secured the vessel so it could be removed in the morning. The Operator and Passenger were transported to the Coast Guard Station. 

operator will be cited  F.S.S.327.33(3)(b) Violation of Navigation Rules not wreckless. In violation of Navigation rules #5 Lookout, #7 Risk of Collision and #8 Action to avoid collision.
",FWNW17OFF015326,NA,NA,NA
IL-2017-0015,2017,NA,0,2,-1,-1,2,0,4500,6/3/2017 0:00:00,12/30/1899 19:15:00,IL,300 yds upstream from I57 bridge and 75 yds south of the north shore (Riverbend drive),Kankakee River,Kankakee,Kankakee,-1,0,0,0,0,0,Calm,NA,NA,NA,Light,90,70,-1,Good,Saturday,Navigation rules violation,Operator inexperience,NA,NA,NA,NA,Collision with recreational vessel,Person struck by vessel,Person ejected from vessel,NA,"On 06-03-17, at approx. 7:15 pm, two personal watercrafts were travelling downstream from party island toward the I 57 bridge.  

Vessel #2 began making a left turn while vessel #1 was making a right turn with the intention of passing one another on their port sides, however vessel #2 let off the throttle, at which time vessel #1 struck it.  

The operator of vessel #1 struck the area between the operator of vessel #2 and his passenger.  

Operator2 was struck in his left hip, while V2 occupant was struck in his left arm and leg.  The impact ejected all three subjects into the water.  

Both Operator2 and V2 occupant were transported to Riverside Medical Center.  Operator2 suffered contusions and bruising to his left hip and after running tests and taking x rays was released at 4 am the following morning.  

V2 occupant suffered a broken left tibia and contusions and bruising to his left forearm.  He was released on Tuesday, the 6th. 

 Operator1 advised that he drank one beer and had two bottles of water while at the island, however I do not believe the consumption of one beer played any role in this accident.              
",2017-2-315-010 B,NA,NA,NA
NC-2017-0024,2017,NA,0,0,0,-1,2,0,2800,5/27/2017 0:00:00,12/30/1899 15:30:00,NC,Across from Piver's Island near Carrot Island,GALLANTS CHANNEL,BEAUFORT,CARTERET,-1,0,0,0,0,0,Calm,NA,NA,NA,Moderate,83,75,-1,Good,Saturday,Improper lookout,Operator inattention,NA,NA,NA,NA,Collision with recreational vessel,NA,NA,NA,"On 5/27/17 at approximately 4:40 pm, raleigh dispatch called me over the radio to advise me that a boating incident had occurred.  At the time, i was patrolling for boating activity with sgt. near taylor's creek.  

Sgt. drove our patrol boat back to piver's island where our patrol vehicles were located.  I tried to call the phone number advised to me by raleigh dispatch but did not get an answer.  Sgt. and i arrived at the address given to us at approximately 5:00 pm.  Upon arrival, i spoke with the owner of the damaged vessel.  

For purposes of this report, vessel, nc 7099 eb, will be referred to as vessel two.  V2 subject reported that his vessel was anchored about 100 feet off of carrot island facing the duke marine lab on piver's island.  

He reported another vessel collided with the port (left) side of his vessel.  For purposes of this report, Operator1's vessel, nc 5834 dz, will be referred to as vessel one.  

V2 subject reported just before the collision, one of the occupants of his vessel was swimming in the water near vessel two.  V2 subject reported he and other occupants on his vessel, saw vessel one coming towards them.  He reported they tried to get the attention of vessel one's operator.  

V2 subject reported they pulled swimmer out of the water so she would not get struck by vessel one.  V2 subject reported it appeared that the reason the collision occurred was because Operator1 was not paying attention to where his moving vessel was headed.  V2 subject reported that he saw Operator1 put vessel one in forward gear.  He reported Operator1 then went to the back of vessel one and appeared to be messing with something.  V2 subject reported a girl in the vessel one shouted, “daddy” just before the collision.  

I also spoke with subject1 who reported he took several photos of vessel one after the collision occurred.  Subject1 emailed me three photographs of vessel one and its occupants.  V2 subject reported Operator1 did stop and exchange contact information after the collision occurred.  I did photograph the damaged area of vessel two.  I observed a damaged area in the blue paint and fiberglass that was approximately four inches long on the port side of vessel two.   

After speaking with V2 subject, Sgt. and i then patrolled to Operator1's residence to speak with him about the incident.  We arrived at his residence at approximately 6:00 pm.  Upon arrival, i spoke with Operator1.  It is worth noting that Operator1 was consuming an alcoholic beverage while i was speaking with him.  Operator1 reported that prior to the collision occurring, he pulled the anchor of his vessel up out of the water and put the “clutch ahead”.  He reported other occupants of his vessel were attempting to pull up the tube that was being towed by vessel one.  He reported he was looking back towards the tube when the girls on the vessel started yelling, “daddy, we are getting close to this boat.”  He reported his vessel then barely hit the other vessel on the port side.  Operator1 gave me permission to take a look at his vessel which was parked in his back yard.  I did observe a very small amount of blue paint on the very tip of the bow of vessel one.  There was no damage to vessel one that i could tell.  

I charged Operator1 with operating a vessel on the waters of the state in a negligent manner so as to endanger life, limb, or property.  Nothing further at this time.

**************end of report*****************
",605-001-052717,NA,NA,NA
FL-2017-0358,2017,NA,1,0,0,-1,1,0,2300,2/11/2017 0:00:00,12/30/1899 7:01:00,FL,X2[NW 5TH PL],CAROUSEL LAKE,CAPE CORAL,LEE,-1,0,0,0,0,0,Calm,NA,NA,NA,Moderate,72,73,-1,Good,Saturday,Operator inattention,NA,NA,NA,NA,NA,Skier mishap,Collision with fixed object,Person ejected from vessel,NA,"On February 11th, 2017, at approximately 1823 hours, a single vessel (PWC) accident occurred on a small lake in Cape Coral. The vessel was traveling on pOperator, towing a passenger on an inflatable (tube like) device.  The passenger fell off of the tube shortly before the vessel and operator collided with a fixed object. The operator was unresponsive and taken to Cape Coral Hospital where he was pronounced deceased.

Operator was operating the PWC and Subject was riding on the tube like inflatable device.  Operator had just completed a left turn and was heading west along the shoreline. As the two passed the Syracuse Canal, Operator accelerated rapidly. This rapid acceleration sprayed water onto Subject’s face and he fell off of the tube device. When Subject surfaced he noticed that the PWC was in the bushes and he could not see his brother, Operator. 

Subject started looking around for Operator, he was 10 to 15 yards away from the PWC. As Subject started to swim towards the PWC he noticed Operator under the dock. Subject immediately swam to Operator, turned him over, put Operator on his chest, keeping his head above water and yelled for help. Subject stated he had no idea what to do. Subject stated that EMS and the police arrived quickly.

 Subject stated that neither he nor operator were drinking prior to the accident. Operator was traveling approximately 35 to 40 miles per hour. Operator has over 100 hours of experience operating that PWC. They can both swim well and were wearing their life jackets. The weather was calm and sunny. There were no mechanical issues with the PWC and it was running well; 

Lee County medical examiner’s report for the victim listed cause of death as “Basilar skull fractures with laceration of brainstem due to blunt impact to the head”.  Manner of death is listed as “Accident”.  Medical examiners toxicology results also showed the victim tested positive for having Cannabinoids in his urine. Other injuries listed on the medical examiner’s report include:  “Lacerations of face, subdural hemorrhage, subarachnoid hemorrhage, rib fractures, lacerations of liver, abrasions of skin to torso and extremities.”
",FWSW17OFF002169,26.7,-81.98,NC
KS-2017-0020,2017,NA,0,0,0,-1,1,0,8000,8/19/2017 0:00:00,12/30/1899 13:00:00,KS,NE of Sailboat Cove,"El Dorado-3 miles E, 2 miles N",El Dorado,Butler,-1,0,0,0,0,0,Calm,NA,NA,NA,Light,96,79,-1,Good,Saturday,Other,NA,NA,unseen water hazard,NA,NA,Collision with submerged object,Flooding/swamping,NA,NA,"On August 22, 2017 I returned from days off and listened to my voicemail messages.  I had one from August 19th at 1330 hours from dispatch stating there was a boat that sunk at El Dorado with nobody injured.  I returned the call to dispatch to find out information about the vessel to which they had none.  At 1430 hours on August 22 I went on the water at El Dorado and found a mostly sunk vessel with KA numbers KA2141AA.  

I called the registrant and asked Owner about the boat and what his plans were to get it out.  Owner stated he had hit something under the water and it sunk and he was leaving it up to insurance to get the boat out.  I told Owner the boat needed to get out of the water now since it had been 3 days already whether it was him or insurance.  I set up a time to meet with Owner to get his and the boat''s information.  On August 23, at 1430 hours I met with Owner in Wichita at his residence.  I asked Owner to explain what happened.  

Owner stated it was his second time on El Dorado in years and he was out there to explore the lake with his wife.  Owner stated they were in the area of Sailboat Cove and was following a boat through the timber.  Owner stated he felt his boat hit something under the water and the steering was acting weird after the impact like the rudder had broke.  Owner stated the boat had an inboard motor.  After the impact, Owner stated there was water coming into the boat and the bilge was running.  

Owner then flagged down a nearby boat who took everybody on board.  Owner stated once they were on the other boat, his boat sunk on the back end with just the nose sticking out.  Owner stated the boat they were on tried to tow in his boat until the rope broke.  I collected his information and the boats information.  

On August 23 at 1830 hours I was contacted by Heartland towing stating they were retrieving the boat.  I met them at the boat ramp and observed the boat as it came out of the water.  I noticed the back rudder was broke and water was dumping out of the boat through the hole.  I could see on the boat where the impact had caused the rudder to cut into the fiberglass of the back of the boat.  I also noticed damage to the propeller and asked Owner if this was new damage to which he stated yes.  I had noticed on his title that the boat engine horsepower was 44 and the engine in the vessel was much larger.  I asked Owner what horsepower this engine was and told 275.  I took photos of the damage and cleared the scene at 1930 hours.
",20170440-029,NA,NA,NA
SC-2017-0097,2017,NA,0,0,0,-1,2,0,6000,7/7/2017 0:00:00,12/30/1899 11:30:00,SC,NORTH MYRTLE,ICW,NA,HORRY,0,-1,0,0,0,0,Choppy,NA,NA,NA,Strong,95,88,-1,Good,Friday,Improper lookout,Operator inexperience,NA,NA,NA,NA,Collision with recreational vessel,Person ejected from vessel,NA,NA,UNITS 1 AND 2 WERE RENTAL SKIS. UNIT 2 WAS ON THE LEFT AND UNIT 1 WAS ON THE RIGHT. UNIT 1 TURNED LEFT STRIKING THE RIGHT SIDE OF UNIT 2 WITH THE BOW OF UNIT 1. BOTH VESSELS PASSENGERS WENT INTO THE WATER WITH NO INJURIES. UNIT 2 WAS DAMAGED MORE THAN UNIT 1. OPERATOR OF UNIT 1 WAS CHARGED UNDER 50-21-170 FOR FAIL TO MAINTAIN PROPER LOOKOUT.,17-07-0322,NA,NA,NA
